,barrio,Con muertos,Atropello,Ciclo Ruta,Glorieta,Interseccion,Lote o Predio,Paso Elevado,Paso Inferior,Paso a Nivel,Pontón,Puente,Tramo de via,Tunel,Via peatonal,cluster
210,Granizal,0.0,97.0,0.0,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,293.0,0.0,0.0,1
211,Guayabal,5.0,142.0,11.0,1.0,403.0,176.0,4.0,2.0,1.0,0.0,6.0,1986.0,0.0,0.0,0
212,Guayaquil,3.0,346.0,18.0,59.0,552.0,154.0,82.0,3.0,0.0,1.0,9.0,2621.0,1.0,3.0,0
213,Hospital San Vicente de Paúl,0.0,13.0,2.0,1.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,3
214,Héctor Abad Gómez,6.0,62.0,10.0,0.0,68.0,99.0,1.0,0.0,0.0,0.0,0.0,1072.0,0.0,0.0,2
215,Inst,0.0,18.0,0.0,0.0,15.0,12.0,4.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,1
216,Jardín Botánico,0.0,20.0,1.0,0.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,1
217,Jesús Nazareno,3.0,183.0,14.0,114.0,474.0,132.0,6.0,102.0,1.0,0.0,1.0,1334.0,3.0,1.0,2
218,Juan Pablo II,0.0,14.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3
219,Juan XXIII La Quiebra,0.0,40.0,1.0,1.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,3
220,Kennedy,1.0,214.0,3.0,0.0,154.0,157.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,0.0,2
221,La Aguacatala,1.0,54.0,11.0,248.0,196.0,133.0,42.0,20.0,5.0,0.0,26.0,1651.0,0.0,2.0,2
222,La Alpujarra,3.0,89.0,13.0,700.0,148.0,119.0,176.0,44.0,8.0,0.0,55.0,1483.0,1.0,2.0,2
223,La América,2.0,140.0,2.0,100.0,258.0,98.0,1.0,7.0,0.0,0.0,0.0,958.0,0.0,0.0,2
224,La Avanzada,0.0,64.0,4.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,1
225,La Candelaria,7.0,985.0,33.0,3.0,1193.0,327.0,4.0,4.0,3.0,2.0,1.0,4309.0,0.0,3.0,0
226,La Castellana,0.0,59.0,1.0,32.0,300.0,44.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,1.0,1
227,La Colina,1.0,62.0,0.0,4.0,118.0,70.0,2.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,1
228,La Cruz,0.0,39.0,1.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,3
229,La Esperanza,1.0,167.0,6.0,0.0,176.0,120.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,1
230,La Esperanza No. 2,1.0,63.0,1.0,0.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,1
231,La Floresta,0.0,81.0,1.0,14.0,268.0,74.0,0.0,0.0,0.0,0.0,1.0,485.0,0.0,0.0,1
232,La Florida,1.0,46.0,4.0,1.0,177.0,88.0,1.0,0.0,1.0,0.0,2.0,780.0,1.0,0.0,2
233,La Francia,0.0,77.0,4.0,9.0,37.0,41.0,5.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,1
234,La Frontera,1.0,52.0,2.0,1.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,1
235,La Gloria,0.0,50.0,5.0,19.0,221.0,88.0,1.0,1.0,0.0,0.0,0.0,782.0,0.0,0.0,2
236,La Hondonada,0.0,11.0,0.0,0.0,25.0,31.0,3.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,1
237,La Isla,2.0,77.0,1.0,0.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,1
238,La Ladera,0.0,7.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,3
